date,item_1,item_2,item_3
2012-01-01,8.2531745918,21.047727272727272,19.42973946376865
2012-01-02,22.7778257304,26.578125,28.00986308040715
2012-01-03,27.5490988882,31.751041666666666,32.0789220997037
2012-01-04,25.8955329422,24.56770833333333,27.25227557993816
2012-01-05,21.3792376946,18.191666666666663,20.35773678098677
2012-01-06,21.106642655,17.8125,19.879148338886733
2012-01-07,20.533871462,19.510416666666668,18.04349858331348
2012-01-08,20.0693270298,24.09895833333333,26.28736828235237
2012-01-09,20.0061614738,20.22395833333333,16.31599676873028
2012-01-10,21.6201836844,19.16145833333333,21.772583555159528
2012-01-11,21.717690791000003,16.042708333333334,18.729747869479752
2012-01-12,21.751747501,14.815625,12.552534456911562
2012-01-13,21.7586174464,17.03125,18.996208704511037
2012-01-14,20.7841939388,17.009375000000002,18.534326967346463
2012-01-15,18.9761960344,17.096875,15.418361071190358
2012-01-16,20.2284682756,19.25520833333333,16.30485216479736
2012-01-17,26.6364444274,28.06041666666667,30.076258353349147
2012-01-18,29.2458685446,28.77916666666667,28.886334251997216
2012-01-19,24.7722494256,19.265625,20.286651486721368
2012-01-20,24.0187677944,19.178125,21.36772731370339
2012-01-21,22.5035325476,19.688541666666666,20.248169868842258
2012-01-22,20.794985991,21.690625,19.79997464054592
2012-01-23,23.9810374218,25.332291666666663,25.931557725563707
2012-01-24,28.018829877400005,26.675,27.69819610735532
2012-01-25,28.7474816646,26.61145833333333,30.725004512884738
2012-01-26,23.908368438,19.759375,19.573576811595007
2012-01-27,21.4239304588,20.038541666666667,23.310161599819697
2012-01-28,24.7864545244,24.680208333333336,24.959233014659787
2012-01-29,24.6157781496,25.032291666666666,24.39924634182054
2012-01-30,27.3882750192,28.11145833333333,29.094136401011635
2012-01-31,25.7241906512,21.542708333333334,22.63951329193157
2012-02-01,22.8254907978,16.605208333333334,18.37236177948544
2012-02-02,23.0665817198,18.59375,21.256449904307104
2012-02-03,23.7880656272,20.667708333333334,22.430526899855963
2012-02-04,23.360304427800003,21.977083333333336,19.57506661042843
2012-02-05,23.119965756600003,29.040625,31.76762595486902
2012-02-06,21.7637392242,18.979166666666668,20.08627077087716
2012-02-07,23.0085166702,18.459375,21.380185775794487
2012-02-08,22.8610859772,17.295833333333334,17.553806767912373
2012-02-09,22.8077899266,17.282291666666666,17.36987892085551
2012-02-10,23.4247174266,20.844791666666666,21.82974639371897
2012-02-11,22.2089471126,19.85833333333333,16.208510142400858
2012-02-12,19.5587745634,18.446875,25.067214778893955
2012-02-13,20.7883898364,19.23958333333333,21.863615048938964
2012-02-14,23.6192401168,19.903125,17.88745831841441
2012-02-15,25.061150100600003,22.97083333333333,23.00542353934575
2012-02-16,27.6463802184,28.195833333333336,25.01393931379613
2012-02-17,25.60977195,20.221875,22.14208251294369
2012-02-18,22.5040424446,19.176041666666663,23.67300498559131
2012-02-19,20.838095392200003,21.991666666666664,25.23848027626468
2012-02-20,22.637962987,22.897916666666664,22.35197334330237
2012-02-21,23.850135824,20.078125,19.35612376207191
2012-02-22,23.678745435000003,19.726041666666667,16.096192652084635
2012-02-23,24.265987832,20.891666666666666,21.888095959461516
2012-02-24,24.9533822648,19.98125,23.435087198240417
2012-02-25,27.2065857128,29.229166666666668,32.06276721592012
2012-02-26,26.7429008882,30.30625,30.257562081309672
