series_id,timestamp,sin_day_of_week,cos_day_of_week,air_temperature,wind_speed
id_1000,2016-01-01,-0.433883739117558,-0.9009688679024191,6.416639209225701,4.040115321252059
id_1000,2016-01-02,-0.9749279121818236,-0.2225209339563146,6.366474464579901,4.530395387149917
id_1000,2016-01-03,-0.7818314824680299,0.6234898018587334,6.5552718286655685,3.2730642504118617
id_1000,2016-01-04,0.0,1.0,6.704777594728172,4.865403624382208
id_1000,2016-01-05,0.7818314824680298,0.6234898018587336,2.392998352553542,5.228912685337727
id_1000,2016-01-06,0.9749279121818236,-0.22252093395631434,3.0152388797364087,2.5894563426688633
id_1000,2016-01-07,0.43388373911755823,-0.900968867902419,5.3755354200988466,3.6937397034596375
id_1000,2016-01-08,-0.433883739117558,-0.9009688679024191,6.842998352553542,2.691845140032949
id_1000,2016-01-09,-0.9749279121818236,-0.2225209339563146,7.37998352553542,2.9112026359143326
id_1000,2016-01-10,-0.7818314824680299,0.6234898018587334,6.171252059308073,4.357248764415156
id_1000,2016-01-11,0.0,1.0,4.9585667215815485,4.681054365733114
id_1000,2016-01-12,0.7818314824680298,0.6234898018587336,2.4082372322899506,3.635420098846787
id_1000,2016-01-13,0.9749279121818236,-0.22252093395631434,4.470593080724877,4.759555189456342
id_1000,2016-01-14,0.43388373911755823,-0.900968867902419,3.295634266886326,3.0430807248764418
id_1000,2016-01-15,-0.433883739117558,-0.9009688679024191,6.412520593080725,3.4565897858319605
id_1000,2016-01-16,-0.9749279121818236,-0.2225209339563146,7.35329489291598,3.328088962108731
id_1000,2016-01-17,-0.7818314824680299,0.6234898018587334,5.479406919275124,4.006095551894563
id_1000,2016-01-18,0.0,1.0,3.3305601317957163,3.4051070840197695
id_1000,2016-01-19,0.7818314824680298,0.6234898018587336,-0.28657331136738096,4.364827018121911
id_1000,2016-01-20,0.9749279121818236,-0.22252093395631434,1.52166392092257,4.159308072487645
id_1000,2016-01-21,0.43388373911755823,-0.900968867902419,3.6096375617792424,3.0010708401976935
id_1000,2016-01-22,-0.433883739117558,-0.9009688679024191,4.7617792421746294,3.5994233937397033
id_1000,2016-01-23,-0.9749279121818236,-0.2225209339563146,3.371993410214168,4.285502471169687
id_1000,2016-01-24,-0.7818314824680299,0.6234898018587334,3.892339373970346,6.314827018121911
id_1000,2016-01-25,0.0,1.0,5.637644151565074,3.0419275123558487
id_1000,2016-01-26,0.7818314824680298,0.6234898018587336,6.771746293245469,2.6089785831960457
id_1000,2016-01-27,0.9749279121818236,-0.22252093395631434,8.577512355848436,3.829736408566722
id_1000,2016-01-28,0.43388373911755823,-0.900968867902419,7.223640856672158,3.2339373970345964
id_1000,2016-01-29,-0.433883739117558,-0.9009688679024191,7.9415156507413505,3.1488467874794073
id_1000,2016-01-30,-0.9749279121818236,-0.2225209339563146,7.434266886326195,4.89497528830313
id_1000,2016-01-31,-0.7818314824680299,0.6234898018587334,8.962520593080725,3.2554365733113673
id_1000,2016-02-01,0.0,1.0,12.592998352553542,4.18492586490939
id_1000,2016-02-02,0.7818314824680298,0.6234898018587336,9.150164744645798,4.086738056013179
id_1000,2016-02-03,0.9749279121818236,-0.22252093395631434,7.771499176276771,4.51169686985173
id_1000,2016-02-04,0.43388373911755823,-0.900968867902419,9.48665568369028,4.099588138385502
id_1000,2016-02-05,-0.433883739117558,-0.9009688679024191,8.76153212520593,3.040774299835255
id_1000,2016-02-06,-0.9749279121818236,-0.2225209339563146,6.548599670510709,4.127182866556836
id_1000,2016-02-07,-0.7818314824680299,0.6234898018587334,7.6541186161449755,3.4994233937397037
id_1000,2016-02-08,0.0,1.0,8.770428336079076,5.072405271828666
id_1000,2016-02-09,0.7818314824680298,0.6234898018587336,8.305436573311367,4.5612026359143325
id_1000,2016-02-10,0.9749279121818236,-0.22252093395631434,7.016144975288303,4.966886326194399
id_1000,2016-02-11,0.43388373911755823,-0.900968867902419,4.7966227347611206,4.005354200988468
id_1000,2016-02-12,-0.433883739117558,-0.9009688679024191,4.273970345963756,4.459060955518946
id_1000,2016-02-13,-0.9749279121818236,-0.2225209339563146,5.001400329489291,3.7539538714991765
id_1000,2016-02-14,-0.7818314824680299,0.6234898018587334,1.6142504118616143,5.231466227347611
id_1000,2016-02-15,0.0,1.0,2.931795716639209,2.8445634266886324
id_1000,2016-02-16,0.7818314824680298,0.6234898018587336,6.652388797364086,2.88665568369028
id_1000,2016-02-17,0.9749279121818236,-0.22252093395631434,11.007660626029653,3.8143327841845136
id_1000,2016-02-18,0.43388373911755823,-0.900968867902419,9.08649093904448,3.753706754530478
id_1000,2016-02-19,-0.433883739117558,-0.9009688679024191,7.162438220757824,4.211532125205931
id_1000,2016-02-20,-0.9749279121818236,-0.2225209339563146,10.257907742998352,5.169110378912685
id_1000,2016-02-21,-0.7818314824680299,0.6234898018587334,13.947693574958814,4.744481054365734
id_1000,2016-02-22,0.0,1.0,12.34505766062603,3.7531301482701815
id_1000,2016-02-23,0.7818314824680298,0.6234898018587336,10.164827018121912,3.64505766062603
id_1000,2016-02-24,0.9749279121818236,-0.22252093395631434,8.369522240527184,4.542504118616145
id_1000,2016-02-25,0.43388373911755823,-0.900968867902419,12.8997528830313,4.521993410214168
id_1000,2016-02-26,-0.433883739117558,-0.9009688679024191,9.061367380560132,4.593080724876441
id_1000,2016-02-27,-0.9749279121818236,-0.2225209339563146,8.067874794069192,4.306425041186161
id_1000,2016-02-28,-0.7818314824680299,0.6234898018587334,10.883772652388798,3.591927512355848
id_1000,2016-02-29,0.0,1.0,13.020098846787478,4.902883031301483
id_1000,2016-03-01,0.7818314824680298,0.6234898018587336,13.005766062602966,4.056425041186161
id_1000,2016-03-02,0.9749279121818236,-0.22252093395631434,12.955683690280067,4.724546952224053
id_1000,2016-03-03,0.43388373911755823,-0.900968867902419,8.70675453047776,5.290856672158156
id_1000,2016-03-04,-0.433883739117558,-0.9009688679024191,9.432701812191105,3.5012355848434926
id_1000,2016-03-05,-0.9749279121818236,-0.2225209339563146,8.976853377265238,3.902141680395387
id_1000,2016-03-06,-0.7818314824680299,0.6234898018587334,9.337397034596377,3.565815485996705
id_1000,2016-03-07,0.0,1.0,10.628418451400329,4.584514003294893
id_1000,2016-03-08,0.7818314824680298,0.6234898018587336,13.945799011532126,4.489538714991763
id_1000,2016-03-09,0.9749279121818236,-0.22252093395631434,15.715403624382208,3.9079901153212524
id_1000,2016-03-10,0.43388373911755823,-0.900968867902419,15.3997528830313,3.487891268533773
id_1000,2016-03-11,-0.433883739117558,-0.9009688679024191,16.946128500823722,3.185337726523888
id_1000,2016-03-12,-0.9749279121818236,-0.2225209339563146,15.828912685337725,3.88995057660626
id_1000,2016-03-13,-0.7818314824680299,0.6234898018587334,14.732125205930807,3.843163097199341
id_1000,2016-03-14,0.0,1.0,13.877512355848435,4.389044481054366
id_1000,2016-03-15,0.7818314824680298,0.6234898018587336,13.701317957166394,5.306836902800659
id_1000,2016-03-16,0.9749279121818236,-0.22252093395631434,16.145881383855027,3.091268533772652
id_1000,2016-03-17,0.43388373911755823,-0.900968867902419,16.186985172981878,4.02998352553542
id_1000,2016-03-18,-0.433883739117558,-0.9009688679024191,14.558484349258649,4.079654036243822
id_1000,2016-03-19,-0.9749279121818236,-0.2225209339563146,14.20996705107084,4.062191103789127
id_1000,2016-03-20,-0.7818314824680299,0.6234898018587334,9.60510708401977,3.8235584843492587
id_1000,2016-03-21,0.0,1.0,10.039126853377265,3.753789126853377
id_1000,2016-03-22,0.7818314824680298,0.6234898018587336,11.751235584843492,4.995140032948929
id_1000,2016-03-23,0.9749279121818236,-0.22252093395631434,12.995881383855025,5.576771004942339
id_1000,2016-03-24,0.43388373911755823,-0.900968867902419,14.114250411861615,3.8387973640856674
id_1000,2016-03-25,-0.433883739117558,-0.9009688679024191,15.678747940691927,4.529077429983525
id_1000,2016-03-26,-0.9749279121818236,-0.2225209339563146,14.395799011532125,5.442833607907743
id_1000,2016-03-27,-0.7818314824680299,0.6234898018587334,13.614003294892917,3.973558484349258
id_1000,2016-03-28,0.0,1.0,13.45189456342669,4.882784184514003
id_1000,2016-03-29,0.7818314824680298,0.6234898018587336,14.374629324546952,5.913591433278419
id_1000,2016-03-30,0.9749279121818236,-0.22252093395631434,12.584184514003296,4.461861614497528
id_1000,2016-03-31,0.43388373911755823,-0.900968867902419,13.409472817133443,4.091433278418451
id_1000,2016-04-01,-0.433883739117558,-0.9009688679024191,17.016968698517296,4.493822075782537
id_1000,2016-04-02,-0.9749279121818236,-0.2225209339563146,16.65691927512356,4.412602965403625
id_1000,2016-04-03,-0.7818314824680299,0.6234898018587334,13.414744645799011,4.507495881383855
id_1000,2016-04-04,0.0,1.0,12.822240527182867,3.4440691927512357
id_1000,2016-04-05,0.7818314824680298,0.6234898018587336,13.424876441515652,2.664003294892916
id_1000,2016-04-06,0.9749279121818236,-0.22252093395631434,11.48640856672158,3.9084019769357496
id_1000,2016-04-07,0.43388373911755823,-0.900968867902419,14.55510708401977,6.183525535420099
id_1000,2016-04-08,-0.433883739117558,-0.9009688679024191,13.952141680395389,3.1246293245469525
id_1000,2016-04-09,-0.9749279121818236,-0.2225209339563146,11.759884678747941,5.136902800658978
id_1000,2016-04-10,-0.7818314824680299,0.6234898018587334,9.682372322899505,5.7094728171334435
id_1000,2016-04-11,0.0,1.0,12.163838550247117,5.3665568369028005
id_1000,2016-04-12,0.7818314824680298,0.6234898018587336,16.786161449752885,4.748764415156508
id_1000,2016-04-13,0.9749279121818236,-0.22252093395631434,13.946952224052717,4.591762767710049
id_1000,2016-04-14,0.43388373911755823,-0.900968867902419,15.40840197693575,3.448434925864909
id_1000,2016-04-15,-0.433883739117558,-0.9009688679024191,16.82644151565074,4.742998352553542
id_1000,2016-04-16,-0.9749279121818236,-0.2225209339563146,17.005683690280065,5.725864909390444
id_1000,2016-04-17,-0.7818314824680299,0.6234898018587334,17.717627677100495,3.8713344316309724
id_1000,2016-04-18,0.0,1.0,19.273970345963754,3.252306425041186
id_1000,2016-04-19,0.7818314824680298,0.6234898018587336,20.41853377265239,3.968533772652389
id_1000,2016-04-20,0.9749279121818236,-0.22252093395631434,18.645469522240525,4.496210873146622
